"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
24.5,257,36,5.35720404643403
24.5,257,37,5.25132856355899
24.5,257,38,5.14291901356392
24.5,257,39,5.03203920232212
24.5,257,40,4.9187537721655
24.5,257,41,4.80312805319094
24.5,257,42,4.68522789991437
24.5,257,43,4.56511951301912
24.5,257,44,4.4428692460616
24.5,257,45,4.31854339712608
24.5,257,46,4.19220798555849
24.5,257,47,4.06392851405756
24.5,257,48,3.9337697165571
24.5,257,49,3.80179529249592
24.5,257,50,3.66806762823837
24.5,257,51,3.53264750657762
24.5,257,52,3.39559380542181
24.5,257,53,3.25696318692886
24.5,257,54,3.11680977851367
24.5,257,55,2.97518484730116
24.5,257,56,2.8321364697331
24.5,257,57,2.68770919815628
24.5,257,58,2.54194372631688
24.5,257,59,2.39487655576057
24.5,257,60,2.24653966518422
24.5,257,61,2.09696018480193
24.5,257,62,1.94616007777164
24.5,257,63,1.79415583067713
24.5,257,64,1.64095815497293
24.5,257,65,1.48657170117486
24.5,257,66,1.33099478741728
24.5,257,67,1.17421914380037
24.5,257,68,1.0162296737185
24.5,257,69,0.85700423309616
24.5,257,70,0.696513428164593
24.5,257,71,0.534720432093643
24.5,257,72,0.371580820453407
24.5,257,73,0.207042425124356
24.5,257,74,0.0410452059063739
24.5,257,75,-0.126478861297643
24.5,257,76,-0.29560588122591
24.5,257,77,-0.466420122808111
24.5,257,78,-0.639014091772526
24.5,257,79,-0.813488594925006
24.5,257,80,-0.989952799071229
24.5,257,81,-1.16852428790073
24.5,257,82,-1.34932912049084
24.5,257,83,-1.53250189542173
24.5,257,84,-1.71818582482561
24.5,257,85,-1.9065328230266
24.5,257,86,-2.09770361477111
24.5,257,87,-2.29186786840745
24.5,257,88,-2.48920435975761
24.5,257,89,-2.68990117284234
24.5,257,90,-2.89415594408369
24.5,257,91,-3.10217615712736
24.5,257,92,-3.3141794960123
24.5,257,93,-3.5303942650763
24.5,257,94,-3.75105988473679
24.5,257,95,-3.97642747313075
24.5,257,96,-4.20676052454639
24.5,257,97,-4.44233569663199
24.5,257,98,-4.68344371952119
24.5,257,99,-4.93039044125661
24.5,257,100,-5.18349802519806
24.5,257,101,-5.44310631642124
24.5,257,102,-5.70957439537269
24.5,257,103,-5.98328233812475
24.5,257,104,-6.26463320328845
24.5,257,105,-6.55405526570978
24.5,257,106,-6.85200451607637
24.5,257,107,-7.15896744286526
24.5,257,108,-7.47546410772672
24.5,257,109,-7.80205151601634
24.5,257,110,-8.13932726865665
24.5,257,111,-8.48793345667898
24.5,257,112,-8.84856072093766
24.5,257,113,-9.22195233947106
24.5,257,114,-9.60890811302236
24.5,257,115,-10.0102876789514
24.5,257,116,-10.4270126702061
24.5,257,117,-10.8600668110305
24.5,257,118,-11.3104925462352
24.5,257,119,-11.7793820466809
24.5,257,120,-12.2678592835447
24.5,257,121,-12.7770481112465
24.5,257,122,-13.3080186360498
24.5,257,123,-13.8617001315949
24.5,257,124,-14.438742796269
24.5,257,125,-15.0393020292966
24.5,257,126,-15.6627071023515
24.5,257,127,-16.3069616215187
24.5,257,128,-16.9680097652102
24.5,257,129,-17.6387019303207
24.5,257,130,-18.3074355585811
24.5,257,131,-18.9565898954931
24.5,257,132,-19.5612003435501
24.5,257,133,-20.0888608067828
24.5,257,134,-20.5023530435347
24.5,257,135,-20.7661770878209
24.5,257,136,-20.856029508322
24.5,257,137,-20.7670262884603
24.5,257,138,-20.5155437468444
24.5,257,139,-20.1333888949398
24.5,257,140,-19.6582120262117
24.5,257,141,-19.1253207154313
24.5,257,142,-18.5633430811384
24.5,257,143,-17.9932847251911
24.5,257,144,-17.429456315769
24.5,257,145,-16.8810134665759
24.5,257,146,-16.3534386855384
24.5,257,147,-15.849725674446
24.5,257,148,-15.3712424541315
24.5,257,149,-14.9183285222112
24.5,257,150,-14.4906950633593
24.5,257,151,-14.0876874900794
24.5,257,152,-13.708454795905
24.5,257,153,-13.3520570008973
24.5,257,154,-13.017531938965
24.5,257,155,-12.7039355517829
24.5,257,156,-12.4103650342516
24.5,257,157,-12.1359709622089
24.5,257,158,-11.8799624115069
24.5,257,159,-11.6416076836731
24.5,257,160,-11.4202323388573
24.5,257,161,-11.2152156364984
24.5,257,162,-11.0259860896208
24.5,257,163,-10.8520165789783
24.5,257,164,-10.6928193021079
24.5,257,165,-10.547940719494
24.5,257,166,-10.4169565856796
24.5,257,167,-10.2994671042854
24.5,257,168,-10.1950922139656
24.5,257,169,-10.1034669917133
24.5,257,170,-10.0242371469306
24.5,257,171,-9.95705457191257
24.5,257,172,-9.90157291034583
24.5,257,173,-9.85744310418682
24.5,257,174,-9.82430888041126
24.5,257,175,-9.80180214248606
24.5,257,176,-9.7895382371431
24.5,257,177,-9.78711107549078
24.5,257,178,-9.79408809922474
24.5,257,179,-9.81000509839514
24.5,257,180,-9.83436090767323
24.5,258,0,7.05927299163272
24.5,258,1,7.0748497940503
24.5,258,2,7.08659530092706
24.5,258,3,7.09451822227917
24.5,258,4,7.0986286711451
24.5,258,5,7.09893817911764
24.5,258,6,7.0954597121365
24.5,258,7,7.08820768650846
24.5,258,8,7.07719798513541
24.5,258,9,7.06244797393757
24.5,258,10,7.04397651845919
24.5,258,11,7.02180400063856
24.5,258,12,6.99595233571161
24.5,258,13,6.96644498920043
24.5,258,14,6.93330699391429
24.5,258,15,6.89656496686179
24.5,258,16,6.85624712593909
24.5,258,17,6.81238330622121
24.5,258,18,6.76500497564192
24.5,258,19,6.71414524980303
24.5,258,20,6.6598389056074
24.5,258,21,6.60212239336113
24.5,258,22,6.54103384694153
24.5,258,23,6.47661309157773
24.5,258,24,6.40890164874272
24.5,258,25,6.33794273760812
24.5,258,26,6.26378127246851
24.5,258,27,6.1864638555008
24.5,258,28,6.10603876418644
24.5,258,29,6.02255593269188
24.5,258,30,5.93606692647546
24.5,258,31,5.84662490936867
24.5,258,32,5.75428460236619
24.5,258,33,5.65910223335367
24.5,258,34,5.56113547700578
24.5,258,35,5.46044338409931
24.5,258,36,5.35708629950898
24.5,258,37,5.25112576818653
24.5,258,38,5.14262442846802
24.5,258,39,5.03164589210964
24.5,258,40,4.91825461051986
24.5,258,41,4.80251572673508
24.5,258,42,4.68449491277715
24.5,258,43,4.56425819213444
24.5,258,44,4.44187174722304
24.5,258,45,4.31740171181049
24.5,258,46,4.19091394852085
24.5,258,47,4.06247381168546
24.5,258,48,3.9321458959574
24.5,258,49,3.79999377126812
24.5,258,50,3.66607970486899
24.5,258,51,3.53046437136802
24.5,258,52,3.39320655183866
24.5,258,53,3.25436282324182
24.5,258,54,3.11398723955983
24.5,258,55,2.97213100618993
24.5,258,56,2.82884214928033
24.5,258,57,2.68416518181124
24.5,258,58,2.53814076832283
24.5,258,59,2.39080539026745
24.5,258,60,2.2421910140127
24.5,258,61,2.09232476354127
24.5,258,62,1.94122859987949
24.5,258,63,1.78891900923919
24.5,258,64,1.63540670177286
24.5,258,65,1.480696322721
24.5,258,66,1.32478617757251
24.5,258,67,1.16766797266376
24.5,258,68,1.00932657241276
24.5,258,69,0.849739774122204
24.5,258,70,0.688878100993043
24.5,258,71,0.526704613672128
24.5,258,72,0.363174740316858
24.5,258,73,0.198236124801917
24.5,258,74,0.0318284923220951
24.5,258,75,-0.136116468734459
24.5,258,76,-0.305675210151823
24.5,258,77,-0.476932414383986
24.5,258,78,-0.649981074458923
24.5,258,79,-0.824922565938855
24.5,258,80,-1.00186671395534
24.5,258,81,-1.18093185869949
24.5,258,82,-1.36224492310359
24.5,258,83,-1.54594148680216
24.5,258,84,-1.73216587081316
24.5,258,85,-1.9210712377376
24.5,258,86,-2.11281971264558
24.5,258,87,-2.30758253020656
24.5,258,88,-2.5055402140409
24.5,258,89,-2.70688279472801
24.5,258,90,-2.91181007341716
24.5,258,91,-3.12053193855944
24.5,258,92,-3.33326874393016
24.5,258,93,-3.55025175684945
24.5,258,94,-3.77172368635164
24.5,258,95,-3.99793930201099
24.5,258,96,-4.22916615521447
24.5,258,97,-4.46568541589009
24.5,258,98,-4.70779283905418
24.5,258,99,-4.95579987703035
24.5,258,100,-5.21003495480115
24.5,258,101,-5.47084492764901
24.5,258,102,-5.73859674196767
24.5,258,103,-6.01367932178229
24.5,258,104,-6.29650570494966
24.5,258,105,-6.58751545397644
24.5,258,106,-6.88717736651626
24.5,258,107,-7.19599250931344
24.5,258,108,-7.51449759577707
24.5,258,109,-7.84326872017392
24.5,258,110,-8.18292544861399
24.5,258,111,-8.5341352455282
24.5,258,112,-8.89761817957536
24.5,258,113,-9.27415179781095
24.5,258,114,-9.66457597070217
24.5,258,115,-10.069797376587
24.5,258,116,-10.490793086846
24.5,258,117,-10.928612392736
24.5,258,118,-11.3843755199521
24.5,258,119,-11.8592671117809
24.5,258,120,-12.354521177435
24.5,258,121,-12.8713923689753
24.5,258,122,-13.4111056174764
24.5,258,123,-13.974771805036
24.5,258,124,-14.5632505350244
24.5,258,125,-15.1769312451102
24.5,258,126,-15.8153899681696
24.5,258,127,-16.476860953032
24.5,258,128,-17.1574434042908
24.5,258,129,-17.849956296281
24.5,258,130,-18.5423921582523
24.5,258,131,-19.216075709696
24.5,258,132,-19.8440175092518
24.5,258,133,-20.3906323260492
24.5,258,134,-20.8146838198036
24.5,258,135,-21.0769744242249
24.5,258,136,-21.1515846109625
24.5,258,137,-21.0352892813236
24.5,258,138,-20.7488639437213
24.5,258,139,-20.3293120554804
24.5,258,140,-19.8184423724544
24.5,258,141,-19.2539570070169
24.5,258,142,-18.6653421766782
24.5,258,143,-18.0734970948345
24.5,258,144,-17.4921674315147
24.5,258,145,-16.9298056250933
24.5,258,146,-16.3912157595778
24.5,258,147,-15.8788030718399
24.5,258,148,-15.3934517552156
24.5,258,149,-14.9351146125884
24.5,258,150,-14.50319822402
24.5,258,151,-14.0968096036501
24.5,258,152,-13.7149114480199
24.5,258,153,-13.3564179735526
24.5,258,154,-13.0202525130237
24.5,258,155,-12.7053806797611
24.5,258,156,-12.4108280395003
24.5,258,157,-12.1356880545089
24.5,258,158,-11.8791240074267
24.5,258,159,-11.6403672826324
24.5,258,160,-11.4187135235574
24.5,258,161,-11.2135176282674
24.5,258,162,-11.0241881852722
24.5,258,163,-10.8501817177378
24.5,258,164,-10.690996952566
24.5,258,165,-10.5461692324659
24.5,258,166,-10.4152651255998
24.5,258,167,-10.2978772465872
24.5,258,168,-10.1936192767502
24.5,258,169,-10.102121155386
24.5,258,170,-10.0230244042585
24.5,258,171,-9.95597754229256
24.5,258,172,-9.90063154534612
24.5,258,173,-9.85663530616358
24.5,258,174,-9.82363105185031
24.5,258,175,-9.80124968039728
24.5,258,176,-9.7891059841306
24.5,258,177,-9.78679373686097
24.5,258,178,-9.79388063353624
24.5,258,179,-9.80990308708086
24.5,258,180,-9.83436090767323
24.5,259,0,7.05927299163272
24.5,259,1,7.07489116487797
24.5,259,2,7.08667570141862
24.5,259,3,7.09463542284719
24.5,259,4,7.09878053078516
24.5,259,5,7.09912262336408
24.5,259,6,7.0956747120284
24.5,259,7,7.08845123861401
24.5,259,8,7.07746809266924
24.5,259,9,7.06274262899294
24.5,259,10,7.04429368536467
24.5,259,11,7.0221416004369
24.5,259,12,6.99630823174766
24.5,259,13,6.96681697379514
24.5,259,14,6.93369277609246
24.5,259,15,6.89696216109364
24.5,259,16,6.8566532418488
24.5,259,17,6.81279573921012
24.5,259,18,6.76542099836993
24.5,259,19,6.71456200446873
24.5,259,20,6.66025339696587
24.5,259,21,6.60253148241811
24.5,259,22,6.54143424526347
24.5,259,23,6.47700135615965
24.5,259,24,6.40927417737893
24.5,259,25,6.33829576471535
24.5,259,26,6.26411086531666
24.5,259,27,6.18676591081242
24.5,259,28,6.10630900507348
24.5,259,29,6.02278990590568
24.5,259,30,5.93625999995425
24.5,259,31,5.8467722700752
24.5,259,32,5.75438125441654
24.5,259,33,5.65914299644697
24.5,259,34,5.56111498517241
24.5,259,35,5.46035608479312
24.5,259,36,5.35692645307582
24.5,259,37,5.25088744774743
24.5,259,38,5.1423015202603
24.5,259,39,5.03123209633264
24.5,259,40,4.91774344273408
24.5,259,41,4.80190051986345
24.5,259,42,4.68376881975554
24.5,259,43,4.56341418925471
24.5,259,44,4.4409026382056
24.5,259,45,4.3163001326351
24.5,259,46,4.18967237303336
24.5,259,47,4.06108455798527
24.5,259,48,3.93060113355463
24.5,259,49,3.79828552898167
24.5,259,50,3.66419987941689
24.5,259,51,3.5284047365796
24.5,259,52,3.39095876839473
24.5,259,53,3.25191844882431
24.5,259,54,3.11133773926701
24.5,259,55,2.96926776304716
24.5,259,56,2.8257564746506
24.5,259,57,2.6808483254844
24.5,259,58,2.53458392803801
24.5,259,59,2.38699972040064
24.5,259,60,2.238127633141
24.5,259,61,2.08799476057676
24.5,259,62,1.93662303845103
24.5,259,63,1.78402892998806
24.5,259,64,1.63022312221947
24.5,259,65,1.47521023435495
24.5,259,66,1.3189885398158
24.5,259,67,1.16154970335855
24.5,259,68,1.00287853448863
24.5,259,69,0.842952758103793
24.5,259,70,0.681742803016484
24.5,259,71,0.519211608686402
24.5,259,72,0.355314450153674
24.5,259,73,0.189998780803515
24.5,259,74,0.0232040922192177
24.5,259,75,-0.145138210003701
24.5,259,76,-0.315104915998503
24.5,259,77,-0.486781108831259
24.5,259,78,-0.660260251465639
24.5,259,79,-0.835644266172208
24.5,259,80,-1.01304360944743
24.5,259,81,-1.1925773458834
24.5,259,82,-1.37437322480144
24.5,259,83,-1.55856776383318
24.5,259,84,-1.74530634400613
24.5,259,85,-1.9347433212718
24.5,259,86,-2.12704215981124
24.5,259,87,-2.32237559287302
24.5,259,88,-2.52092581735298
24.5,259,89,-2.72288472882388
24.5,259,90,-2.92845420428074
24.5,259,91,-3.13784644049583
24.5,259,92,-3.35128435659269
24.5,259,93,-3.56900207026583
24.5,259,94,-3.79124545800836
24.5,259,95,-4.01827281077979
24.5,259,96,-4.25035559776676
24.5,259,97,-4.48777935227369
24.5,259,98,-4.73084469534098
24.5,259,99,-4.97986851442945
24.5,259,100,-5.23518531643025
24.5,259,101,-5.49714877634172
24.5,259,102,-5.76613350516069
24.5,259,103,-6.04253706279363
24.5,259,104,-6.32678224397863
24.5,259,105,-6.61931966711927
24.5,259,106,-6.92063069724205
24.5,259,107,-7.23123073449054
24.5,259,108,-7.55167289787071
24.5,259,109,-7.88255212914224
24.5,259,110,-8.22450973192541
24.5,259,111,-8.57823834336597
24.5,259,112,-8.94448730560204
24.5,259,113,-9.32406835490767
24.5,259,114,-9.7178614670486
24.5,259,115,-10.126820571438
24.5,259,116,-10.5519786481213
24.5,259,117,-10.9944514096601
24.5,259,118,-11.4554382803879
24.5,259,119,-11.9362186168461
24.5,259,120,-12.4381399052136
24.5,259,121,-12.9625927716816
24.5,259,122,-13.5109646554935
24.5,259,123,-14.0845593169374
24.5,259,124,-14.6844620911227
24.5,259,125,-15.3113197334775
24.5,259,126,-15.964987450676
24.5,259,127,-16.6439735394628
24.5,259,128,-17.3445864882445
24.5,259,129,-18.0596730269277
24.5,259,130,-18.7768660542336
24.5,259,131,-19.4764257212849
24.5,259,132,-20.1292044193728
24.5,259,133,-20.6961131574542
24.5,259,134,-21.1314000825442
24.5,259,135,-21.3917125629991
24.5,259,136,-21.4494486252788
24.5,259,137,-21.3035243744935
24.5,259,138,-20.9798637664111
24.5,259,139,-20.5212264396113
24.5,259,140,-19.9737483954191
24.5,259,141,-19.3774075854378
24.5,259,142,-18.7623294623978
24.5,259,143,-18.1491078612897
24.5,259,144,-17.5507838958875
24.5,259,145,-16.9750232717294
24.5,259,146,-16.4259079629165
24.5,259,147,-15.9052356771594
24.5,259,148,-15.4134015057632
24.5,259,149,-14.9499733234006
24.5,259,150,-14.5140580303589
24.5,259,151,-14.104530226732
24.5,259,152,-13.7201722944234
24.5,259,153,-13.3597581405122
24.5,259,154,-13.0221014225737
24.5,259,155,-12.7060815573009
24.5,259,156,-12.4106559648766
24.5,259,157,-12.1348639040749
24.5,259,158,-11.8778252818083
24.5,259,159,-11.6387365670733
24.5,259,160,-11.416865141109
24.5,259,161,-11.2115429067721
24.5,259,162,-11.0221596554335
24.5,259,163,-10.8481564824677
24.5,259,164,-10.6890194103447
24.5,259,165,-10.5442732945055
24.5,259,166,-10.4134760343817
24.5,259,167,-10.296213079056
24.5,259,168,-10.1920921970554
24.5,259,169,-10.1007384680702
24.5,259,170,-10.0217894480782
24.5,259,171,-9.95489045662891
24.5,259,172,-9.89968993478411
24.5,259,173,-9.85583482385549
24.5,259,174,-9.82296591837098
24.5,259,175,-9.80071315168925
24.5,259,176,-9.78869077961562
24.5,259,177,-9.78649243669772
24.5,259,178,-9.79368605219659
24.5,259,179,-9.80980862878563
24.5,259,180,-9.83436090767323
24.5,260,0,7.05927299163272
24.5,260,1,7.0749272727165
24.5,260,2,7.08674572961756
24.5,260,3,7.0947372900913
24.5,260,4,7.098912240853
24.5,260,5,7.09928224499048
24.5,260,6,7.09586035975351
24.5,260,7,7.08866105466003
24.5,260,8,7.07770022987318
24.5,260,9,7.06299523481033
24.5,260,10,7.04456488694696
24.5,260,11,7.02242949077342
24.5,260,12,6.99661085685204
24.5,260,13,6.96713232090589
24.5,260,14,6.93401876284867
24.5,260,15,6.89729662563843
24.5,260,16,6.85699393380687
24.5,260,17,6.81314031148016
24.5,260,18,6.76576699966853
24.5,260,19,6.71490687255995
24.5,260,20,6.6605944525091
24.5,260,21,6.60286592336704
24.5,260,22,6.54175914175028
24.5,260,23,6.47731364580136
24.5,260,24,6.40957066094666
24.5,260,25,6.33857310211249
24.5,260,26,6.26436557181786
24.5,260,27,6.18699435352276
24.5,260,28,6.10650739957476
24.5,260,29,6.02295431306561
24.5,260,30,5.93638632288333
24.5,260,31,5.84685625122531
24.5,260,32,5.75441847282522
24.5,260,33,5.65912886514049
24.5,260,34,5.56104474875011
24.5,260,35,5.46022481722425
24.5,260,36,5.35672905574807
24.5,260,37,5.25061864781348
24.5,260,38,5.14195586933451
24.5,260,39,5.03080396959475
24.5,260,40,4.91722703849936
24.5,260,41,4.80128985968026
24.5,260,42,4.68305774909007
24.5,260,43,4.56259637881969
24.5,260,44,4.43997158598465
24.5,260,45,4.31524916664631
24.5,260,46,4.18849465486599
24.5,260,47,4.05977308713035
24.5,260,48,3.92914875253555
24.5,260,49,3.79668492927326
24.5,260,50,3.66244360812206
24.5,260,51,3.52648520381082
24.5,260,52,3.38886825528464
24.5,260,53,3.24964911606494
24.5,260,54,3.10888163605143
24.5,260,55,2.96661683626138
24.5,260,56,2.82290257813706
24.5,260,57,2.67778322917268
24.5,260,58,2.53129932671333
24.5,260,59,2.38348724185751
24.5,260,60,2.2343788454474
24.5,260,61,2.08400117815551
24.5,260,62,1.93237612666832
24.5,260,63,1.77952010792582
24.5,260,64,1.62544376329833
24.5,260,65,1.47015166446754
24.5,260,66,1.313642032627
24.5,260,67,1.15590647242865
24.5,260,68,0.996929721877987
24.5,260,69,0.836689419121959
24.5,260,70,0.675155886784853
24.5,260,71,0.512291934190281
24.5,260,72,0.348052677466059
24.5,260,73,0.182385377167854
24.5,260,74,0.0152292926807399
24.5,260,75,-0.153484447730076
24.5,260,76,-0.323832962743077
24.5,260,77,-0.495901721600752
24.5,260,78,-0.669784637846996
24.5,260,79,-0.845584155898591
24.5,260,80,-1.02341133356114
24.5,260,81,-1.20338592398968
24.5,260,82,-1.38563646098236
24.5,260,83,-1.57030035188398
24.5,260,84,-1.7575239827704
24.5,260,85,-1.94746284098882
24.5,260,86,-2.14028166055272
24.5,260,87,-2.33615459633999
24.5,260,88,-2.53526543353223
24.5,260,89,-2.73780783927206
24.5,260,90,-2.94398566411938
24.5,260,91,-3.1540133015708
24.5,260,92,-3.36811611468716
24.5,260,93,-3.58653093976836
24.5,260,94,-3.80950667804403
24.5,260,95,-4.0373049875313
24.5,260,96,-4.27020108856836
24.5,260,97,-4.50848469808534
24.5,260,98,-4.75246110944021
24.5,260,99,-5.00245243664435
24.5,260,100,-5.25879904403811
24.5,260,101,-5.52186118495321
24.5,260,102,-5.79202087559603
24.5,260,103,-6.06968403325995
24.5,260,104,-6.35528291093612
24.5,260,105,-6.64927886327982
24.5,260,106,-6.95216548143746
24.5,260,107,-7.26447213601019
24.5,260,108,-7.58676796772489
24.5,260,109,-7.91966636309871
24.5,260,110,-8.26382994578351
24.5,260,111,-8.61997610064263
24.5,260,112,-8.98888302269233
24.5,260,113,-9.37139624016581
24.5,260,114,-9.76843548966098
24.5,260,115,-10.1810017051101
24.5,260,116,-10.6101836950383
24.5,260,117,-11.0571637827331
24.5,260,118,-11.5232212052068
24.5,260,119,-12.0097313029214
24.5,260,120,-12.5181573124112
24.5,260,121,-13.0500296240505
24.5,260,122,-13.6069042494073
24.5,260,123,-14.190287266885
24.5,260,124,-14.8015041240992
24.5,260,125,-15.4414803456152
24.5,260,126,-16.1103814982049
24.5,260,127,-16.807033592538
24.5,260,128,-17.5280118354215
24.5,260,129,-18.266257872271
24.5,260,130,-19.0091045325519
24.5,260,131,-19.7357565371724
24.5,260,132,-20.4147905204095
24.5,260,133,-21.0032854767474
24.5,260,134,-21.4504451731175
24.5,260,135,-21.7082735195548
24.5,260,136,-21.7474456500808
24.5,260,137,-21.5695856325983
24.5,260,138,-21.2065745593
24.5,260,139,-20.7074626955153
24.5,260,140,-20.1228051879285
24.5,260,141,-19.494669317969
24.5,260,142,-18.8535673877737
24.5,260,143,-18.2195832072509
24.5,260,144,-17.6049218707053
24.5,260,145,-17.0163906945826
24.5,260,146,-16.4573169046386
24.5,260,147,-15.9288803705586
24.5,260,148,-15.4309882562847
24.5,260,149,-14.9628298585098
24.5,260,150,-14.5232205286651
24.5,260,151,-14.1108106691732
24.5,260,152,-13.7242098869522
24.5,260,153,-13.3620583674589
24.5,260,154,-13.0230656935907
24.5,260,155,-12.7060297715797
24.5,260,156,-12.409843761044
24.5,260,157,-12.1334959212838
24.5,260,158,-11.8760654187481
24.5,260,159,-11.6367159720172
24.5,260,160,-11.4146884783122
24.5,260,161,-11.2092933061067
24.5,260,162,-11.0199026501858
24.5,260,163,-10.8459431649984
24.5,260,164,-10.6868889796413
24.5,260,165,-10.5422551282815
24.5,260,166,-10.4115913874849
24.5,260,167,-10.294476486762
24.5,260,168,-10.1905126443366
24.5,260,169,-10.0993203726615
24.5,260,170,-10.020533495053
24.5,260,171,-9.95379431443838
24.5,260,172,-9.89874887673612
24.5,260,173,-9.85504227436236
24.5,260,174,-9.82231393965745
24.5,260,175,-9.8001928837671
24.5,260,176,-9.78829284400606
24.5,260,177,-9.78620731245828
24.5,260,178,-9.79350443116033
24.5,260,179,-9.80972175543702
24.5,260,180,-9.83436090767323
24.5,261,0,7.05927299163272
24.5,261,1,7.07495810758033
24.5,261,2,7.08680536809701
24.5,261,3,7.09482380149213
24.5,261,4,7.09902377597477
24.5,261,5,7.09941701797898
24.5,261,6,7.09601663091379
24.5,261,7,7.08883711426504
24.5,261,8,7.07789438298915
24.5,261,9,7.06320578714734
24.5,261,10,7.04479013173045
24.5,261,11,7.02266769662055
24.5,261,12,6.99686025662582
24.5,261,13,6.96739110150968
24.5,261,14,6.9342850559149
24.5,261,15,6.89756849905722
24.5,261,16,6.85726938403378
24.5,261,17,6.81341725655691
24.5,261,18,6.76604327288668
24.5,261,19,6.71518021669509
24.5,261,20,6.66086251455189
24.5,261,21,6.60312624967806
24.5,261,22,6.54200917356739
24.5,261,23,6.47755071503131
24.5,261,24,6.40979198617745
24.5,261,25,6.33877578478852
24.5,261,26,6.26454659252689
24.5,261,27,6.18715056835145
24.5,261,28,6.1066355364985
24.5,261,29,6.02305096834758
24.5,261,30,5.93644795746796
24.5,261,31,5.84687918712164
24.5,261,32,5.75439888948611
24.5,261,33,5.65906279585435
24.5,261,34,5.56092807707199
24.5,261,35,5.46005327348291
24.5,261,36,5.35649821367476
24.5,261,37,5.25032392134632
24.5,261,38,5.1415925096593
24.5,261,39,5.03036706248858
24.5,261,40,4.91671150204732
24.5,261,41,4.80069044243763
24.5,261,42,4.68236902876248
24.5,261,43,4.56181276153157
24.5,261,44,4.43908730620172
24.5,261,45,4.31425828781119
24.5,261,46,4.18739107079636
24.5,261,47,4.05855052421725
24.5,261,48,3.92780077276503
24.5,261,49,3.79520493407762
24.5,261,50,3.66082484304787
24.5,261,51,3.52472076396977
24.5,261,52,3.38695109153012
24.5,261,53,3.24757204181295
24.5,261,54,3.10663733463871
24.5,261,55,2.96419786870742
24.5,261,56,2.82030139115016
24.5,261,57,2.67499216321391
24.5,261,58,2.52831062390705
24.5,261,59,2.38029305351253
24.5,261,60,2.23097123893102
24.5,261,61,2.08037214284208
24.5,261,62,1.92851757866668
24.5,261,63,1.77542389327546
24.5,261,64,1.62110165931246
24.5,261,65,1.46555537889344
24.5,261,66,1.3087832002888
24.5,261,67,1.15077664901615
24.5,261,68,0.991520374545741
24.5,261,69,0.830991913566195
24.5,261,70,0.669161470470526
24.5,261,71,0.505991715406046
24.5,261,72,0.341437599890478
24.5,261,73,0.175446189634398
24.5,261,74,0.00795651383081835
24.5,261,75,-0.161100570218611
24.5,261,76,-0.331802498671764
24.5,261,77,-0.504235110844165
24.5,261,78,-0.678492749379853
24.5,261,79,-0.854678353643837
24.5,261,80,-1.0329035494902
24.5,261,81,-1.2132887389633
24.5,261,82,-1.39596319389299
24.5,261,83,-1.58106515775117
24.5,261,84,-1.76874196055083
24.5,261,85,-1.95915015199596
24.5,261,86,-2.15245565853983
24.5,261,87,-2.34883397048904
24.5,261,88,-2.54847036581359
24.5,261,89,-2.75156017790176
24.5,261,90,-2.95830911514835
24.5,261,91,-3.16893364100223
24.5,261,92,-3.38366142394336
24.5,261,93,-3.60273186783065
24.5,261,94,-3.82639673418278
24.5,261,95,-4.0549208692485
24.5,261,96,-4.28858305021614
24.5,261,97,-4.52767696663112
24.5,261,98,-4.77251235506229
24.5,261,99,-5.02341630730802
24.5,261,100,-5.28073477498585
24.5,261,101,-5.54483429621978
24.5,261,102,-5.81610397333187
24.5,261,103,-6.09495773394216
24.5,261,104,-6.38183691162858
24.5,261,105,-6.67721318618464
24.5,261,106,-6.98159192732966
24.5,261,107,-7.29551598911611
24.5,261,108,-7.61957000464554
24.5,261,109,-7.95438523107544
24.5,261,110,-8.30064499170828
24.5,261,111,-8.65909075269625
24.5,261,112,-9.03052885258244
24.5,261,113,-9.41583786717875
24.5,261,114,-9.81597653003164
24.5,261,115,-10.23199202377
24.5,261,116,-10.6650282840109
24.5,261,117,-11.1163336733924
24.5,261,118,-11.5872669209789
24.5,261,119,-12.0792994715828
24.5,261,120,-12.5940111706301
24.5,261,121,-13.1330742291143
24.5,261,122,-13.6982171904672
24.5,261,123,-14.2911553819548
24.5,261,124,-14.9134658514573
24.5,261,125,-15.5663712120382
24.5,261,126,-16.2503756011646
24.5,261,127,-16.9646644402374
24.5,261,128,-17.7061376958613
24.5,261,129,-18.4679047120287
24.5,261,130,-19.2370712284058
24.5,261,131,-19.9918176348651
24.5,261,132,-20.6983515533131
24.5,261,133,-21.3096024849905
24.5,261,134,-21.7691862614102
24.5,261,135,-22.0239597181638
24.5,261,136,-22.0428723490677
24.5,261,137,-21.8309041236633
24.5,261,138,-21.4267336516223
24.5,261,139,-20.8861747039018
24.5,261,140,-20.2641959445026
24.5,261,141,-19.6046989336327
24.5,261,142,-18.938305846914
24.5,261,143,-18.2843897158275
24.5,261,144,-17.6542030524522
24.5,261,145,-17.0536390577787
24.5,261,146,-16.4852507580581
24.5,261,147,-15.949599683731
24.5,261,148,-15.4461131762635
24.5,261,149,-14.9736130869119
24.5,261,150,-14.5306346213421
24.5,261,151,-14.1156144404926
24.5,261,152,-13.7269984580037
24.5,261,153,-13.3633007967485
24.5,261,154,-13.0231333179754
